Factura,Almacen,Fecha_Conta,Cliente,Nombre_Cliente,Nombre_Extran,Domicilio,Colonia,Cuidad,Estado,CP,CAJAS,SURTIDOR,PAQUETERIA,FECHA,INCIDENCIA
234607,1,2026-02-11,C08680,HOSPITALIDAD QUERETANA,"DOUBLETREE QUERETARO, MEXICO (QRODT)",AVENIDA LUIS VEGA Y MONROY 410,COLINAS DEL CIMATARIO,QUERETARO,QUE,76090,9,,,,
234608,1,2026-02-11,C00147,OPERADORA TURISTICA EMPORIO REFORMA,EMPORIO REFORMA,PASEO DE LA REFORMA 124,JUAREZ,MEXICO,CMX,06600,10,,,,
234609,1,2026-02-11,C00147,OPERADORA TURISTICA EMPORIO REFORMA,EMPORIO REFORMA,PASEO DE LA REFORMA 124,JUAREZ,MEXICO,CMX,06600,3,,,,
234610,1,2026-02-11,C07286,OPERADORA HOTEL UNICO AVANDARO,HOTEL BOUTIQUE UNICO AVANDARO,CALLE ALEJANDRO CARDENAS  S/N ESQ. HEROES OAXAQUEÑOS,BRISAS ZICATELA,PUERTO ESCONDIDO,OAX,70934,2,,,,
234611,1,2026-02-11,C02150,HOTEL ALAMEDA DE MATAMOROS EXPRESS,HOTEL ALAMEDA EXPRESS,TERAN No. 119,CENTRO,MATAMOROS,TAM,87300,45,,,,
234612,3,2026-02-11,C03727,OPERADORA DIESTRA CANCUN,EMPORIO CANCUN,RETORNO GUCUMATZ S/N LOTE 49 OFICINA 2,ZONA HOTELERA,CANCUN BENITO JUAREZ,QR,77500,4,,,,
234613,1,2026-02-11,C08531,HOTELES DEL PUERTO DE TAMPICO,"HAMPTON TAMPICO – ZONA DORADA, MEXICO (TAMZD)",AVE HIDALGO 2700 PISO 2,AGUILA,TAMPICO,TAM,89230,18,,,,
234614,1,2026-02-11,C03786,LA ALDEA,HOTEL POSADA LA ALDEA,ANCHA DE SAN ANTONIO 15,CENTRO,SAN MIGUEL DE ALLENDE,GTO,37700,30,,,,
234615,1,2026-02-11,C05939,COSMEPACK,COSMEPACK,PERIFERICO MANUEL GOMEZ MORIN 2507 INT 22,SAN JUAN DE OCOTAN,ZAPOPAN,JAL,45019,1,,,,
234616,1,2026-02-11,C00286,LA FINCA DEL MINERO,HOTEL LA FINCA DEL MINERO,CALLE MATAMOROS# 212,COL. CENTRO,ZACATECAS,ZAC,98000,14,,,,
234617,1,2026-02-11,C03444,HOTELES DEL CAMINO,HOTEL ZAR COLIMA,AUTOPISTA GUADALAJARA COLIMA KM 148,EL TRAPICHE,COLIMA,COL,28984,30,,,,
234618,1,2026-02-11,C02635,IMPULSORA PLAZA CIUDAD DEL CARMEN,CITY EXPRESS CIUDAD DEL CARMEN (CECME ),JUAREZ No 1,JUSTO SIERRA,DEL CARMEN,CAM,24114,1,,,,
234619,3,2026-02-11,C09382,LUIS FERNANDO TENA AMAYA,LA CENTRAL,AV. PEDRO JOAQUIN ENTRE 21 Y 23 INT S/N,ANDRES Q. ROO,COZUMEL,QR,77664,1,,,,
234620,3,2026-02-11,C09382,LUIS FERNANDO TENA AMAYA,LA CENTRAL,AV. PEDRO JOAQUIN ENTRE 21 Y 23 INT S/N,ANDRES Q. ROO,COZUMEL,QR,77664,1,,,,
234621,1,2026-02-11,C02635,IMPULSORA PLAZA CIUDAD DEL CARMEN,CITY EXPRESS CIUDAD DEL CARMEN (CECME ),JUAREZ No 1,JUSTO SIERRA,DEL CARMEN,CAM,24114,2,,,,
234622,1,2026-02-11,C01327,JUAN JOSE FRANCO HERNANDEZ,HOTEL PLAZA EJECUTIVO,PEDRO MEDINA 95,CENTRO,TEPATITLAN DE MORELOS,JAL,47600,10,,,,
234623,1,2026-02-11,C07318,IMPULSORA PLAZA JUAREZ,CITY EXPRESS LOS MOCHIS (CELMM),BLVD CENTENARIO No 1135,LAS DELICIAS,LOS MOCHIS,SIN,81277,1,,,,
234624,1,2026-02-11,C07318,IMPULSORA PLAZA JUAREZ,CITY EXPRESS LOS MOCHIS (CELMM),BLVD CENTENARIO No 1135,LAS DELICIAS,LOS MOCHIS,SIN,81277,3,,,,
234625,3,2026-02-11,C08866,REAL ESTATE VALUE MANAGEMENT,"CURIO - A COLLECTION BY HILTON THE FIVES DOWNTOWN HOTEL & RESIDENCES, MEXICO (CUNCU)",CALLE 2 ESQUINA AVENIDA 10 NORTE I M 10 LT 2,CENTRO,PLAYA DEL CARMEN,QR,77710,9,,,,
234627,1,2026-02-11,C09288,OPERADORA CAMPECHE 428,CUADRA 134 REISDENCIAL,SAN LUIS POTOSI 134 TORRE A,ROMA NORTE,CUAHUTEMOC,CMX,06700,12,,,,
234628,1,2026-02-11,C07395,COMPAÑIA HOTELERA TORMA,HOTEL SAN FERNANDO,BLVD MEXICO LAREDO NORTE 17,CENTRO,CIUDAD VALLES,SLP,79000,8,,,,
234629,1,2026-02-11,C08706,ESNEIDER FERNANDO TABARES CEBALLOS,ESNEIDER FERNANDO TABARES CEBALLO,CIRCUITO REAL SAN JOSE SUR No. 56,RESIDENCIAL PONIENTE,ZAPOPAN,JAL,45136,4,,,,
234631,1,2026-02-11,C07264,IMPULSORA PLAZA SANTO DOMINGO,CITY CENTRO OAXACA (CCOAX),ALDMA #410,BARRIO DE JALATLACO,OAXACA,OAX,68080,27,,,,
234632,1,2026-02-11,C07209,IMPULSORA PLAZA TIJUANA,CITY JUNIOR MEXICALI (CJMXL),CALZADA MANUEL GOMEZ MORIN  #2120,GRANJAS AGRICOLAS,MEXICALI,BC,21297,10,,,,
234633,1,2026-02-11,C07215,IMPULSORA PLAZA CELAYA,CITY SUITES ANZURES (CSANZ),LEIBNITZ #120,NUEVA ANZURES,CIUDAD DE MEXICO,CMX,11590,1,,,,
234634,1,2026-02-11,C07215,IMPULSORA PLAZA CELAYA,CITY SUITES ANZURES (CSANZ),LEIBNITZ #120,NUEVA ANZURES,CIUDAD DE MEXICO,CMX,11590,1,,,,
234635,1,2026-02-11,C05472,GRUPO POSADAS,FIESTA AMERICANA REFORMA  FARF,AVENIDA PASEO DE LA REFORMA # 80,JUAREZ,MEXICO,DF,06600,6,,,,
234636,1,2026-02-12,C08161,HOTEL LMECO,HOTEL GUMONT,"AV. LOPEZ MATEOS #613, SOTANO - 2 PISO",JARDINES DEL BOSQUE,GUADALAJARA,JAL,44520,14,,,,
234637,1,2026-02-12,C07780,HOSPITAL REAL SAN JOSE,HOSPITAL REAL SAN JOSE VALLE REAL,AV CENTRAL # 911,RESIDENCIAL PONIENTE,ZAPOPAN,JAL,45136,11,,,,
234638,1,2026-02-12,C07083,HOTEL MONTENEGRO GDL,HOTEL ISABEL,JOSE GUADALUPE MONTENEGRO #1572,MODERNA,GUADALAJARA,JAL,44160,1,,,,
234639,1,2026-02-12,C05776,COES9,SLEEP INN HERMOSILLO (143227),BOULEVARD GANADEROS 1269 ESQ PERIFERICO ORIENTE,LAS LOMAS,HERMOSILLO,SON,83293,6,,,,
234640,1,2026-02-12,C05776,COES9,SLEEP INN HERMOSILLO (143227),BOULEVARD GANADEROS 1269 ESQ PERIFERICO ORIENTE,LAS LOMAS,HERMOSILLO,SON,83293,10,,,,
234641,1,2026-02-12,C00128,JORGE LUIS MONROY OCHOA,HOTEL MANSION DEL CUPATITZIO,CALZADA DE LA RODILLA DEL DIABLO 20,LA QUINTA,URUAPAN,MCH,60030,1,,,,
234642,1,2026-02-12,C03996,DIAMOND HOTELS NUEVO VALLARTA,BARCELO OCCIDENTAL GRAND NUEVO VALLARTA,Paseo de los Cocoteros # 18 Villa 8,Fracc. Naútico Turistico,NUEVO VALLARTA,NAY,63732,20,,,,
234644,3,2026-02-12,C08093,SERVICIOS PMD DEL CARIBE,DREAMS RIVIERA CANCUN (DRERC) A0099153,KM 307 CARRETERA FEDERAL CHETUMAL,JUAREZ,PUERTO MORELOS,QR,77580,30,,,,
234645,1,2026-02-12,C01774,GEORGINA GUADALUPE VILLASEÑOR DEL CASTILLO,HOTEL STORE PUERTO VALLARTA,AV TEPIC NORTE 473,MEZCALES,BAHIA DE BANDERAS,NAY,63732,261,,,,
234646,1,2026-02-12,C01774,GEORGINA GUADALUPE VILLASEÑOR DEL CASTILLO,HOTEL STORE PUERTO VALLARTA,AV TEPIC NORTE 473,MEZCALES,BAHIA DE BANDERAS,NAY,63732,261,,,,
234647,1,2026-02-12,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
234648,1,2026-02-12,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
234649,3,2026-02-12,C08939,SERVICIOS ESPECIALIZADOS PLAYA BLANCA,HOTEL WYNDHAM GRAND CANCUN ONLY INCLUSIVE RESORTS  &VILLAS,BLVD KUKULCAN KM 16.5 MANZANA 53 LOTE 48 2DA SECCION,ZONA HOTELERA,CANCUN,QR,77500,7,,,,
234650,1,2026-02-12,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
234651,3,2026-02-12,C08939,SERVICIOS ESPECIALIZADOS PLAYA BLANCA,HOTEL WYNDHAM GRAND CANCUN ONLY INCLUSIVE RESORTS  &VILLAS,BLVD KUKULCAN KM 16.5 MANZANA 53 LOTE 48 2DA SECCION,ZONA HOTELERA,CANCUN,QR,77500,5,,,,
234652,1,2026-02-12,C05279,BOTANICUS,BOTANICUS,Local C-1 Planta baja Av. Vicente Guerrero #110,Lomas de la Selva,CUERNAVACA,MOR,62270,41945,,,,
234653,1,2026-02-12,C01001,GRUPO COR VAL DE NOGALES,HOTEL HACIENDA DEL REAL,AV.INDUSTRIAL 26,FRACC. CALIFORNIA,NOGALES,SON,84094,10,,,,
234654,1,2026-02-12,C08147,IMPULSORA PLAZA MADERO,CITY EXPRESS PLUS SANTA FE (CESFE),JUAN SALVADOR AGRAZ #69,SANTA FE CUAJIMALPA,CUAJIMALPA DE MORELOS,DF2,05348,29,,,,
234655,1,2026-02-12,C03820,OPERADORA TURISTICA MINA REAL,HOTEL MINA REAL,CARRETERA 57 KM 2.5  (HOTEL EL PEDREGAL),AVIACIÓN,MATEHUALA,SLP,78700,10,,,,
234656,1,2026-02-12,C05472,GRUPO POSADAS,FIESTA AMERICANA REFORMA  FARF,AVENIDA PASEO DE LA REFORMA # 80,JUAREZ,MEXICO,DF,06600,4,,,,
234657,1,2026-02-12,C08080,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,PRESIDENTE INTERCONTINENTAL CANCUN,BLVD. KUKULCAN KM. 7.5,ZONA HOTELERA,CANCUN,QR,77500,17,,,,
234658,1,2026-02-12,C07282,IMPULSORA PLAZA JUAREZ,CITY PLUS GUADALAJARA EXPO (CEEGD),AV. MARIANO OTERO #1390,RINCONADA DEL SOL,ZAPOPAN,JAL,45055,8,,,,
234659,1,2026-02-12,C07441,GIBALMI CONSORCIO EMPRESARIAL,HOTEL JF GRAND,AV JUAREZ 3309,LA PAZ A,PUEBLA,PUE,72160,5,,,,
234660,1,2026-02-12,C09664,HOTEL HDASM REGLA,HOTEL Y HACIENDA SANTA MARIA REGLA,MARINA NACIONAL 193 TORRE A DESPACHO 306,VERONICA ANZURES,MARINA NACIONAL,CMX,11300,1,,,,
234661,1,2026-02-12,C05489,GRUPO POSADAS,FIESTA INN INSURGENTES VIADUCTO (FIINS),AV.INSURGENTE SUR 533,ESCANDON,MEXICO,DF,11800,2000,,,,
234662,1,2026-02-12,C08810,INMOBILIARIA HNF,GRAN HOTEL DE PUEBLA (PBCDE),BLVD HNOS SERDAN 794,EL RIEGO SUR,PUEBLA,PUE,72020,1,,,,
234663,1,2026-02-12,C08810,INMOBILIARIA HNF,GRAN HOTEL DE PUEBLA (PBCDE),BLVD HNOS SERDAN 794,EL RIEGO SUR,PUEBLA,PUE,72020,6,,,,
234664,1,2026-02-12,C06224,GRUPO POSADAS,LIVE AQUA RESIDENCE LOS CABOS LRLC,LOTE A4 S/N,CABO DEL SOL,CABO SAN LUCAS,BCS,23400,12,,,,
234665,1,2026-02-12,C08577,OPERADORA TURISTICA OMV,"TAPESTRY COLLECTION BY HILTON ALBOR SAN MIGUEL DE ALLENDE, MEXICO (BJXUP)",CAMINO A LAS 3 CRUCES 149,SALTITO DE GUADALUPE,SAN MIGUEL DE ALLENDE,GTO,37760,4,,,,
234666,1,2026-02-12,C08807,INMOBILIARIA HNF,HOTEL GUADALAJARA COUNTRY CLUB (GDLCA),AV AMERICAS 1526,COUNTRY CLUB,GUADALAJARA,JAL,44610,15,,,,
234667,1,2026-02-12,C06394,FIDEICOMISO IRREVOCABLE DB/1616,COURTYARD CHIHUAHUA(CUUCY) A0096789,VIA LOMBARDIA 5702,DESARROLLO SAUCITO,CHIHUAHUA,CHI,31110,23,,,,
234668,1,2026-02-12,C08897,OPERADORA TURISTICA TARIACURI,HOTEL HOWARD JOHNSON MORELIA,BARTOLOME DE LAS CASAS 599,CENTRO,MORELIA,MCH,58000,24,,,,
234669,3,2026-02-12,C09522,ADMINISTRADORA DE HOTELES DE MEXICO IG,WYNDHAM ALLTRA PLAYA DEL CARMEN,C.16 NTE BIS CON ZONA FEDERAL MARITIMA,CENTRO,PLAYA DEL CARMEN,QR,77710,15,,,,
234670,3,2026-02-12,C07887,OPERADORA HOTELERA NICHUPTE,DREAMS SANDS CANCUN (DRESC) A0099154,BLVD KUKULCAN KM 8.5 MZA 50 SEC A  LOTE 02 A INT OASIS VIVA,ZONA HOTELERA,CANCUN,QR,77500,20,,,,
234671,1,2026-02-12,C08070,SERVICIOS GLOBALES EN HOTELERIA DEL ESTADO DE MEXICO,CROWNE PLAZA TOLUCA (TLUCP),AV.PASEO TOLLOCAN ORIENTE 750,FRANCISCO I. MADERO,METEPEC,MEX,52170,21,,,,
234672,3,2026-02-12,C09628,SOLAYA HOSPITALITY MANAGEMENT GROUP,RESIDENCE INN CANCUN BY MARRIOTT A0165857 (2614 - Solaya Hotel Res Inn Playa),BLVD KUKULCAN LT 1 02 KM 23.5 MANZANA 60,ZONA HOTELERA,CANCUN,QR,77500,19,,,,
234673,3,2026-02-12,C06326,OPERADORA MAYA LIMA,HOTEL LOS ITZAES,AV. 10 LOS ITZAES HOTEL MZ 145 LOTE 3 ESQUINA 6 BIS ENTRE CALLE 6 Y 8,CENTRO,PLAYA DEL CARMEN,QR,77710,2,,,,
234674,1,2026-02-12,C08090,JELLAB,HOTEL MISION PACHUCA,BOULEVARD ROJO GOMEZ 104,LOMAS RESIDENCIAL PACHUCA,PACHUCA DE SOTO,HID,42094,17,,,,
234675,1,2026-02-12,C06416,INMOBILIARIA PACAAR,CHN MONTERREY AEROPUERTO,BOULEVARD AEROPUERTO 4001,PARQUE INDUSTRIAL FINSA,APODACA,NL,66600,22,,,,
234676,1,2026-02-12,C00518,HOSPITAL SANTA MARIA CHAPALITA,HOSPITAL SANTA MARIA CHAPALITA,AV. NIÑO OBRERO 1666,CHAPALITA,ZAPOPAN,JAL,45040,6,,,,
234678,1,2026-02-12,C00518,HOSPITAL SANTA MARIA CHAPALITA,HOSPITAL SANTA MARIA CHAPALITA,AV. NIÑO OBRERO 1666,CHAPALITA,ZAPOPAN,JAL,45040,6,,,,
234679,3,2026-02-12,C03616,REPRESENTACIONES TURISTICAS MEXICO,BAHIA PRINCIPE,Entre Calle HOTEL OASIS AKUMAL Y Calle HACIENDA DOÑA ISABEL SN,Akumal,Tulum,QR,77776,30,,,,
234680,1,2026-02-12,C03632,OPERADORA CASAMA,SEVEN CROWN REVOLUCION,REVOLUCION DEL 1910 #1090 ENTRE MIGUEL HIDALGO Y MORELOS,CENTRO,LA PAZ,BCS,23000,18,,,,
234681,1,2026-02-12,C02052,OPERADORA TURISTICA SAN MARCOS,HOTEL SAN MARCOS,AVENIDA CRESCENCIO ROSAS 21,SAN ANTONIO,SAN CRISTOBAL DE LAS CASAS,CHS,29250,7,,,,
234682,3,2026-02-12,C07909,HOTEL CAOBA BONAMPAK,HOTEL BONAMPAK,AV BONAMPAK #225 SM  4 MZA 9 LOTES 48 AL 51,CENTRO,CANCUN,QR,77500,2,,,,
234683,3,2026-02-12,C07909,HOTEL CAOBA BONAMPAK,HOTEL BONAMPAK,AV BONAMPAK #225 SM  4 MZA 9 LOTES 48 AL 51,CENTRO,CANCUN,QR,77500,1,,,,
234684,3,2026-02-12,C07909,HOTEL CAOBA BONAMPAK,HOTEL BONAMPAK,AV BONAMPAK #225 SM  4 MZA 9 LOTES 48 AL 51,CENTRO,CANCUN,QR,77500,1,,,,
234685,3,2026-02-12,C07909,HOTEL CAOBA BONAMPAK,HOTEL BONAMPAK,AV BONAMPAK #225 SM  4 MZA 9 LOTES 48 AL 51,CENTRO,CANCUN,QR,77500,2,,,,
234686,3,2026-02-12,C07909,HOTEL CAOBA BONAMPAK,HOTEL BONAMPAK,AV BONAMPAK #225 SM  4 MZA 9 LOTES 48 AL 51,CENTRO,CANCUN,QR,77500,1,,,,
234687,3,2026-02-12,C07909,HOTEL CAOBA BONAMPAK,HOTEL BONAMPAK,AV BONAMPAK #225 SM  4 MZA 9 LOTES 48 AL 51,CENTRO,CANCUN,QR,77500,1,,,,
234688,3,2026-02-12,C07909,HOTEL CAOBA BONAMPAK,HOTEL BONAMPAK,AV BONAMPAK #225 SM  4 MZA 9 LOTES 48 AL 51,CENTRO,CANCUN,QR,77500,1,,,,
234689,3,2026-02-12,C07909,HOTEL CAOBA BONAMPAK,HOTEL BONAMPAK,AV BONAMPAK #225 SM  4 MZA 9 LOTES 48 AL 51,CENTRO,CANCUN,QR,77500,1,,,,
234690,3,2026-02-12,C07909,HOTEL CAOBA BONAMPAK,HOTEL BONAMPAK,AV BONAMPAK #225 SM  4 MZA 9 LOTES 48 AL 51,CENTRO,CANCUN,QR,77500,1,,,,
234691,3,2026-02-12,C07909,HOTEL CAOBA BONAMPAK,HOTEL BONAMPAK,AV BONAMPAK #225 SM  4 MZA 9 LOTES 48 AL 51,CENTRO,CANCUN,QR,77500,1,,,,
234692,1,2026-02-12,C08086,SERVICIOS ADMINISTRATIVOS EDCO,FIESTA AMERICANA GRAND GUADALAJARA FAGG,AVENIDA AMERICAS 1551,PROVIDENCIA 1RA SECCION,GUADALAJARA,JAL,44630,2000,,,,
234693,1,2026-02-12,C05803,FIDEICOMISO IRREVOCABLE DB/1616,AC MARRIOTT GUADALAJARA EXPO (GDLAR),AV. LOPEZ MATEOS 2375,CIUDAD DEL SOL,ZAPOPAN,JAL,45050,8,,,,
234694,1,2026-02-12,C02002,COMPAÑIA HOTELERA LUCERNA,HOTEL LUCERNA HERMOSILLO,BLVD.PASEO RIO SONORA NORTE # 98  PROYECTO RIO SON,PROYECTO RIO SONORA,HERMOSILLO,SON,83270,15,,,,
234695,1,2026-02-12,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
234696,1,2026-02-12,C01133,Z G HOTELES,HOTEL MESON EJECUTIVO,AVENIDA MEXICO No. 2747,VALLARTA NORTE,GUADALAJARA,JAL,44690,8,,,,
234697,1,2026-02-12,C09158,MARIA DE LOS ANGELES ABAD SANTIBAÑEZ,MARIA DE LOS ANGELES ABAD SANTIBAÑEZ,MICAELA GALINDO #3,CENTRO,HUAJUAPAN DE LEON,OAX,69005,1,,,,
234698,1,2026-02-12,C09158,MARIA DE LOS ANGELES ABAD SANTIBAÑEZ,MARIA DE LOS ANGELES ABAD SANTIBAÑEZ,MICAELA GALINDO #3,CENTRO,HUAJUAPAN DE LEON,OAX,69005,1,,,,
234699,1,2026-02-12,C09000,XACOVEO,HOTEL ESTADIO,CALLE ESTADIO #72,LAS CONCHAS,GUADALAJARA,JAL,44460,12,,,,
234700,1,2026-02-12,C00108,ALFONSO MARTINEZ QUINTANA,HOTEL QUINTA MAR,Av. Arboledas #1188,Rinconadas del Bosque,GUADALAJARA,JAL,44530,37,,,,
234701,1,2026-02-12,C09667,ELEMENTO LUXURY FOREST,ELEMENTO LUXURY FOREST,AV LOPEZ MATEOS SUR 8196,BUGAMBILIAS,ZAPOPAN,JAL,45238,1,,,,
234702,1,2026-02-12,C07323,IMPULSORA CITY RIO,CITY EXPRESS TIJUANA RIO (CETIR),DR ATL #2282,ZONA URBANA RIO TIJUANA,TIJUANA,BC,22010,21,,,,
234703,1,2026-02-12,C04503,COMPAÑIA EXPLOTADORA DE HOTELES SAN MARCOS,HOTELES SAN MARCOS,AV. ALVARO OBREGON No 51 NORTE,CENTRO,CULIACAN,SIN,80000,12,,,,
234704,1,2026-02-12,C08164,OPERADORA PALMAR VALLARTA,VILLAS DEL PALMAR FLAMINGOS,AVENIDA PASEO COCOTEROS No.750 SUR,FLAMINGOS,NUEVO VALLARTA,NAY,63732,6,,,,
234705,1,2026-02-12,C02352,SERVICIOS HOTELEROS EL TAJIN,LA QUINTA POZA RICA,LAS TORRES No.1,REFORMA,POZA RICA,VER,93210,18,,,,
234706,1,2026-02-12,C08350,OPERADORA TURISTICA SEBASTOPOL,"HILTON GARDEN INN PUEBLA ANGELÓPOLIS, MEXICO (PBCGI)",BOULEVARD ATLIXCAYOTL 2528,RESERVA TERRITORIAL ATLIXCAYOTL,SAN ANDRES,PUE,72830,16,,,,
234707,3,2026-02-12,C01624,FIDEICOMISO IRREVOCABLE DB/1616,WYNDHAM GARDEN PLAYA DEL CARMEN(CUNPL) A0090463,LOTE 5 Y 6 MANZANA 29,CONDOMINIO PLAYACAR,PLAYA DEL CARMEN,QR,77710,23,,,,
234708,1,2026-02-13,C08392,TRTG RESORTS INV,"HILTON GARDEN INN CANCUN AIRPORT, MEXICO (CUNRO)",CARRETERA  CANCUN-CHETUMAL KM. 22 EN EL EXTERIOR LADO TIERRA CUN20111,OTRA NO ESPECIFICADA EN CATALOGO,CANCUN,QR,77569,6,,,,
234709,1,2026-02-13,C05944,DESARROLLOS TURISTICOS CLAMI,HOLIDAY INN MAZATLAN (MZTRS),PLAYA GAVIOTA #420,ZONA DORADA,MAZATLAN,SIN,82110,5,,,,
234710,1,2026-02-13,C07304,IMPULSORA PLAZA JUAREZ,CITY EXPRESS MONTERREY AEROPUERTO (CEMTA),KAPPA #5028,PARQUE INDUSTRIAL MILENIUM,APODACA,NL,66600,1,,,,
234711,1,2026-02-13,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
234712,1,2026-02-13,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
234713,1,2026-02-13,C08059,INMOBILIARIA 2242,JW MARRIOTT GUDALAJARA (GDLJW),AVENIDA AMERICAS 1905 INT 12,ALDRETE,GUADALAJARA,JAL,44660,17,,,,
234714,3,2026-02-13,C07501,RAUL XAVIER DOMINGUEZ MENESES,BEACH HOUSE HOTEL,1RA AVENIDA NORTE MANZANA 35 LOTE 08,CENTRO,PLAYA DEL CARMEN,QR,77710,4,,,,
234715,1,2026-02-13,C07192,IMPULSORA PLAZA JUAREZ,CITY EXPRESS CIUDAD OBREGON (CECOB),AV. MIGUEL ALEMÁN #901 NORTE,AMPLIACION DEL SOL,OBREGON,SON,85010,17,,,,
234716,1,2026-02-13,C05279,BOTANICUS,BOTANICUS,Local C-1 Planta baja Av. Vicente Guerrero #110,Lomas de la Selva,CUERNAVACA,MOR,62270,41945,,,,
234717,1,2026-02-13,C07690,JOSE FILADELFO CUEVAS ARREOLA,LOS ARRAYANES,VALERIO TRUJANO #222,CENTRO,OAXACA,OAX,68000,4,,,,
234718,1,2026-02-13,C09666,CARLOS MANUEL LEON LIMON,HOTEL CASA ALFAREROS,ALFAREROS 59 S/N,TLAQUEPAQUE CENTRO,TLAQUEPAQUE,JAL,45500,3,,,,
234719,1,2026-02-13,C06416,INMOBILIARIA PACAAR,CHN MONTERREY AEROPUERTO,BOULEVARD AEROPUERTO 4001,PARQUE INDUSTRIAL FINSA,APODACA,NL,66600,2,,,,
234720,3,2026-02-13,C08075,VENTAS MOSTRADOR PLAYA,VENTAS MOSTRADOR PLAYA,CARRT. FED. KM. 255.5 LOCAL 2,EJIDAL,SOLIDARIDAD,QR,77710,1,,,,
234721,1,2026-02-13,C00003,PRODUCTOS QUIMICOS Y DE LIMPIEZA DEL NORTE,PRODUCTOS QUIMICOS Y DE LIMPIEZA DEL NORTE,CALLE FUNDADORES #906,SECTOR ORIENTE,DELICIAS,CHI,33000,8,,,,
234722,1,2026-02-13,C08278,ORAN QUIMICOS E INSUMOS,DISTRIBUCIONES ESTRELLA,AMADO NERVO 805-A,CAVAZOS,REYNOSA,TAM,88720,60,,,,
234723,3,2026-02-13,C07686,ADMIHOTELS,HOTEL NOMADE TULUM,Carretera Tulum-Boca Paila km 10.5,ZONA HOTELERA,Tulum,QR,77780,3,,,,
234724,3,2026-02-13,C07686,ADMIHOTELS,HOTEL NOMADE TULUM,Carretera Tulum-Boca Paila km 10.5,ZONA HOTELERA,Tulum,QR,77780,6,,,,
234725,1,2026-02-13,C02087,LANDY ELIA CARDENAS NARVAEZ,PROMASUR,CALLE 50 No.398-D X 29 Y 31,JESUS CARRANZA,MERIDA,YUC,97109,13,,,,
234726,1,2026-02-13,C08607,HOSPEDAJE HAMBURGO EJECUTIVO,HOTEL FLAMINGOS,CALZ  INDEPENDENCIA SUR 725,LAS CONCHAS,GUADALAJARA,JAL,44460,23,,,,
234727,1,2026-02-13,C08348,VOLTS RENTAL,BEST WESTERN PLUS AEROPUERTO MONCLOVA,LIBRAMIENTO CARLOS SALINAS DE GORTARI 217,PARQUE INDUSTRIAL FRONTERA,FRONTERA,COA,25750,15,,,,
234728,1,2026-02-13,C07948,OPERADORA CLINICA DEL LAGO DE CHAPALA,HOSPITAL SAN ANTONIO,CARRETERA ORIENTE (HIDALGO)  #23,SAN ANTONIO,CHAPALA,JAL,45922,2,,,,
234729,1,2026-02-13,C07268,IMPULSORA PLAZA DE ZACATECAS,CITY EXPRESS GUSTAVO BAZ (CEBAZ),GUSTAVO BAZ #29,XOCOYAHUALCO,TLANEPANTLA,MEX,54080,4,,,,
234730,1,2026-02-13,C06158,EL HOSTAL DE LOS POETAS,MESON DE LOS POETAS,POSITOS 35,CENTRO,GUANAJUATO,GTO,36000,27,,,,
234731,1,2026-02-13,C07677,VILLAS DE NOVA,VILLAS LAS FUENTES VIILAS DE NOVA,"CARRETERA 15 MEXICO-NOGALES, TRAMO NAVOJOA LOS MOCHIS KM 152 SECTOR PONIENTE",PARQUE INDUSTRIAL,NAVOJOA,SON,85800,2,,,,
234733,1,2026-02-13,C05764,CORPORATIVO EMPRESARIAL LTO,TRYP SLP,AV. BENITO JUAREZ 3105,TLAXCALA,SAN LUIS POTOSI,SLP,78394,8,,,,
234734,1,2026-02-13,C02297,INMOBILIARIA HOTELERA PASO MONTEJO,CITY EXPRESS MERIDA (CEMID),CALLE 45 # 332 COL.BENITO JUAREZ NORTE,C.P. 97119,MERIDA,YUC,97119,10,,,,
234735,1,2026-02-13,C02624,INMOBILIARIA HOTELERA ADG MERIDA SIGLO XXI,HOLIDAY INN EXPRESS MERIDA (MIDSA),CALLE 20 A No. 300 A,X-CUMPICH,MERIDA,YUC,97204,48,,,,
234736,1,2026-02-13,C04709,SELENE RANGEL BARRAZA,HOTEL PUEBLO MAGICO,IBARRA #81,CENTRO,PATZCUARO,MCH,61600,11,,,,
